x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.27459705,0.68636626,-5.2835316e-07,0.37729624,0.66984653,-0.019951131,0.4509156,0.56545705,-0.02297102,0.47149578,0.4484161,-0.024853969,0.48876965,0.37906617,-0.019294143,0.41308647,0.44734386,-0.01946103,0.42643064,0.36532864,-0.047596313,0.41125846,0.4663613,-0.048955277,0.40094844,0.50211585,-0.04571316,0.35553262,0.43752563,-0.023251891,0.37111273,0.3659187,-0.05780477,0.36041868,0.4888963,-0.05743956,0.35081756,0.509474,-0.05217402,0.29915142,0.4413032,-0.030725347,0.31668293,0.37947202,-0.07546623,0.31056175,0.49939802,-0.05765102,0.30131167,0.52171797,-0.03706178,0.23799674,0.4485267,-0.03831148,0.26379272,0.4006298,-0.06958879,0.26510537,0.4842239,-0.054462258,0.25217545,0.50892574,-0.03767019,A
0.272973,0.68999064,-4.5816537e-07,0.37234017,0.67900455,-0.022865495,0.44783023,0.5762633,-0.02641956,0.4691518,0.45845968,-0.028035738,0.48889947,0.3911737,-0.021621637,0.4119374,0.4565465,-0.019808043,0.42402285,0.37857515,-0.04919974,0.4061448,0.47731596,-0.050942924,0.3951384,0.5119438,-0.04756362,0.35478705,0.44765282,-0.022795001,0.36880994,0.37751755,-0.05707174,0.3573369,0.4985055,-0.056227837,0.34898925,0.5190042,-0.050278436,0.29854214,0.45184898,-0.0302502,0.31506777,0.3930328,-0.07499077,0.3075447,0.5114417,-0.05770079,0.29998153,0.532507,-0.037318412,0.23768298,0.46037278,-0.038212046,0.25994545,0.41912302,-0.069393724,0.26010144,0.50024396,-0.055655204,0.24961765,0.52120036,-0.03986378,A
0.27828127,0.68750757,-4.351112e-07,0.37292778,0.6789217,-0.022397581,0.44674385,0.57571614,-0.025286937,0.4657072,0.45678458,-0.026246993,0.48435885,0.3905683,-0.019808041,0.41116285,0.45952943,-0.019557606,0.4200596,0.3795861,-0.049269103,0.4050608,0.47625637,-0.05275177,0.39654756,0.51260257,-0.050607916,0.3544196,0.45185614,-0.021922594,0.3652073,0.37942457,-0.05630145,0.356847,0.49891317,-0.05596011,0.35001296,0.52241164,-0.050092794,0.29918113,0.4562265,-0.02869303,0.31227726,0.39461032,-0.07254524,0.30833012,0.5111044,-0.055715267,0.30243778,0.5360832,-0.035564963,0.23944819,0.464024,-0.036014922,0.25874066,0.4204159,-0.06652123,0.26109785,0.50034827,-0.053426757,0.2522347,0.52505237,-0.037968785,A
0.27840996,0.6810041,-4.433153e-07,0.3740028,0.6723562,-0.020611174,0.44688037,0.5698387,-0.022543507,0.46567625,0.45232034,-0.02297862,0.48293746,0.3868313,-0.015809031,0.4116909,0.4573727,-0.016355956,0.42005733,0.3791129,-0.046365913,0.4026903,0.4745718,-0.051218044,0.39334777,0.50945914,-0.050223697,0.35510606,0.44896644,-0.01967697,0.36442244,0.3786863,-0.052566368,0.35540015,0.49502054,-0.052539647,0.35012293,0.5159443,-0.047876604,0.3009122,0.45341584,-0.027559664,0.31219417,0.393273,-0.06868395,0.30813032,0.50516206,-0.052204847,0.30311364,0.5272418,-0.033633847,0.24340226,0.46196318,-0.036186405,0.25940025,0.42148584,-0.064684406,0.2613948,0.49768645,-0.052147068,0.25364137,0.519011,-0.037974484,A
0.27390656,0.67860603,-4.7245757e-07,0.37279823,0.6732651,-0.020653082,0.44808945,0.56854,-0.02224462,0.46758547,0.44810528,-0.02214743,0.4851768,0.3807677,-0.014337856,0.4128246,0.45282876,-0.018906076,0.42139283,0.36915106,-0.048937265,0.40480587,0.46781364,-0.052698217,0.39603204,0.50529546,-0.05088262,0.35538322,0.4434225,-0.021801788,0.36633924,0.36944118,-0.056146756,0.35672653,0.4903934,-0.05574721,0.35029817,0.5127505,-0.050268605,0.3002246,0.44605744,-0.028958574,0.3137531,0.3832336,-0.07260471,0.30819854,0.50180185,-0.055388875,0.30174133,0.5263554,-0.03545197,0.24096152,0.45220312,-0.03660544,0.2613597,0.41026703,-0.067947745,0.2621092,0.4919713,-0.055352215,0.25252825,0.5160807,-0.04034054,A
0.27916974,0.68051505,-4.5731133e-07,0.3763399,0.67202,-0.020419769,0.44979167,0.5659742,-0.021745376,0.46862733,0.4463279,-0.02171835,0.48679125,0.38030875,-0.014185649,0.41531718,0.4543204,-0.015381693,0.4220083,0.37023962,-0.04554743,0.40681708,0.46610248,-0.050379932,0.3988919,0.50416356,-0.049218453,0.35816947,0.44575626,-0.018590862,0.36715373,0.3698377,-0.052385192,0.35896105,0.48837513,-0.05232601,0.3532408,0.51247334,-0.046994027,0.30294275,0.44898292,-0.026462711,0.3143158,0.3845501,-0.06947667,0.31062582,0.50009596,-0.053029962,0.30550972,0.5251131,-0.03359295,0.24368933,0.4561691,-0.034932084,0.26160765,0.4118684,-0.06529847,0.26351935,0.49102077,-0.053001393,0.25515115,0.51523,-0.0383642,A
0.2760226,0.6825005,-4.6342868e-07,0.37493315,0.67272055,-0.020397604,0.44963285,0.56878436,-0.023334568,0.4693038,0.4523337,-0.02487536,0.4862581,0.3858307,-0.018825505,0.41465974,0.45247683,-0.019779533,0.42679563,0.37334564,-0.04894476,0.40834326,0.47250128,-0.051636394,0.3969171,0.5088501,-0.049194552,0.3578293,0.44329032,-0.023629248,0.37157375,0.37405318,-0.05638185,0.36003107,0.4931292,-0.055079613,0.35127196,0.5147952,-0.049713414,0.3020418,0.44734156,-0.031599287,0.31829387,0.38961977,-0.0739796,0.31124663,0.5062689,-0.056369524,0.3032052,0.5297742,-0.03680888,0.24256378,0.45594946,-0.040029973,0.26535964,0.4159771,-0.06998179,0.26556012,0.49576396,-0.056190226,0.25472507,0.51794606,-0.040879693,A
0.27480072,0.68271416,-4.960254e-07,0.37214175,0.67092,-0.020211173,0.44697016,0.5666798,-0.021230202,0.4673872,0.45047963,-0.02081202,0.4850837,0.38586438,-0.012714282,0.41086224,0.45191196,-0.015054347,0.4212426,0.37440944,-0.043380667,0.404114,0.47109243,-0.046039943,0.394171,0.5063376,-0.04334165,0.35412028,0.4436504,-0.018145313,0.36558273,0.37374073,-0.05028593,0.35618633,0.4919713,-0.049192984,0.34969965,0.51365244,-0.04327426,0.29926005,0.44844502,-0.025730513,0.31345344,0.39038163,-0.06737665,0.3081525,0.504981,-0.050679486,0.3016086,0.5266721,-0.0313027,0.24044256,0.4579755,-0.033846553,0.2614409,0.41676575,-0.062303565,0.26202202,0.49469942,-0.048783623,0.25169265,0.51585585,-0.0335441,A
0.27075595,0.6779275,-4.6255207e-07,0.36973307,0.665789,-0.020896621,0.44517717,0.5654972,-0.023377556,0.46654847,0.449126,-0.024265684,0.4837421,0.38201666,-0.017172681,0.40954366,0.4510529,-0.01744232,0.42032662,0.3716946,-0.046640586,0.4023276,0.46992657,-0.049638893,0.39227837,0.50373876,-0.04740017,0.3533073,0.44140595,-0.020910434,0.36572397,0.370654,-0.05377857,0.35504848,0.4891247,-0.05315739,0.34815547,0.50811744,-0.048041932,0.29856572,0.4450824,-0.028757667,0.31316847,0.3850656,-0.07082512,0.3072765,0.49972293,-0.053806514,0.3005325,0.51964754,-0.03472033,0.23947673,0.45227543,-0.03721239,0.25932354,0.4127041,-0.06657067,0.259962,0.49087238,-0.05325471,0.24998225,0.51087624,-0.038373046,A
0.27551806,0.6747373,-4.4222054e-07,0.3712635,0.66713905,-0.02040422,0.44385117,0.5647104,-0.02212522,0.4642697,0.44681326,-0.022504544,0.48239166,0.38143384,-0.015505607,0.41016328,0.451841,-0.014503834,0.4188905,0.37292397,-0.04409306,0.40303135,0.46690997,-0.048894636,0.39448467,0.5023715,-0.04784476,0.3537369,0.44233534,-0.01780703,0.36409783,0.36956102,-0.051475804,0.35529706,0.48659763,-0.05209409,0.34920862,0.5100952,-0.04718327,0.2994494,0.44561237,-0.025623031,0.3116723,0.38459802,-0.068402715,0.30733955,0.49876353,-0.052198455,0.30151898,0.5232537,-0.0329099,0.24103387,0.4530472,-0.034030408,0.25918826,0.41153568,-0.064262055,0.26090646,0.4905234,-0.05180871,0.25230163,0.51473796,-0.036967665,A
0.2768333,0.6759416,-4.5474746e-07,0.3737447,0.66499686,-0.021356808,0.44783112,0.5644361,-0.024938695,0.4679804,0.45047453,-0.026960367,0.48350355,0.38376465,-0.021587012,0.4116968,0.44975054,-0.020366851,0.42385605,0.37049055,-0.04954475,0.40632376,0.46700653,-0.052924197,0.39610174,0.5030481,-0.051119916,0.35630405,0.44132942,-0.023732716,0.36876166,0.3707178,-0.055747505,0.35817933,0.48612374,-0.054560706,0.3512572,0.5074142,-0.049687684,0.3017222,0.44528311,-0.031370852,0.3166343,0.38332108,-0.07240799,0.3106575,0.4965496,-0.05490197,0.3041584,0.52160597,-0.036037818,0.24339834,0.45324376,-0.039691914,0.2629633,0.40876752,-0.06880709,0.2639867,0.48645207,-0.055392146,0.2549104,0.5106347,-0.040729847,A
0.2751002,0.6747501,-4.6672093e-07,0.37462306,0.6593945,-0.020567665,0.44842502,0.5598278,-0.023980554,0.46891546,0.4468099,-0.025742538,0.48528787,0.3803265,-0.019775996,0.4109741,0.44867742,-0.020864543,0.42300892,0.3716033,-0.049113043,0.40468067,0.46852672,-0.050777663,0.39325672,0.5018852,-0.047877822,0.3548251,0.43938148,-0.024820438,0.36828476,0.36807674,-0.0580477,0.35736877,0.48508933,-0.05744398,0.34919354,0.50504583,-0.05257287,0.29981232,0.44355327,-0.032583777,0.31564206,0.38338977,-0.074683405,0.30915663,0.4977431,-0.057110537,0.3018198,0.5187961,-0.037816036,0.24040174,0.45229238,-0.04078636,0.26182026,0.4100594,-0.07000026,0.26267433,0.48781028,-0.055895016,0.25240672,0.5082502,-0.04068164,A
0.2773047,0.67220926,-4.2541825e-07,0.37247008,0.6565894,-0.022289228,0.4437076,0.558823,-0.026094973,0.46389922,0.44788194,-0.028429467,0.48144776,0.37983942,-0.02361334,0.40842283,0.44693813,-0.018588124,0.41904715,0.368825,-0.048752166,0.40332416,0.4631701,-0.053227786,0.3936359,0.50121105,-0.051428687,0.35423005,0.43872762,-0.021351308,0.36468124,0.36928567,-0.055626713,0.3554415,0.4844364,-0.055760495,0.34800106,0.51061094,-0.05037839,0.30044013,0.44269076,-0.028655652,0.31272167,0.38327703,-0.071097195,0.30778867,0.49554086,-0.05443682,0.30149704,0.52281934,-0.03480714,0.24198873,0.4511277,-0.036791608,0.25997972,0.40784967,-0.06617902,0.26159889,0.48458865,-0.052885093,0.25246137,0.510011,-0.03744613,A
0.27377522,0.67584276,-4.885657e-07,0.37168002,0.6655861,-0.019996563,0.4446771,0.56510013,-0.0234052,0.4650186,0.45285955,-0.02565894,0.47879755,0.38390946,-0.02048139,0.41227812,0.4497927,-0.021290997,0.42460445,0.36714077,-0.049999103,0.40716472,0.46418875,-0.051925357,0.3963776,0.5026069,-0.049067464,0.3556804,0.44025373,-0.025106793,0.36859158,0.3688368,-0.057734158,0.3570693,0.48608813,-0.055616736,0.35069963,0.50718087,-0.05001418,0.30005562,0.44349283,-0.032914728,0.3164964,0.3818511,-0.07447425,0.3092906,0.49697912,-0.05589824,0.3029381,0.5206226,-0.036273405,0.24099925,0.45114636,-0.041266635,0.26245356,0.4080683,-0.07069573,0.26267716,0.48667845,-0.05683578,0.25327414,0.50885755,-0.041908007,A
0.27593842,0.67793435,-4.7528607e-07,0.37221614,0.6666386,-0.020685311,0.44533506,0.56458247,-0.022648562,0.46371427,0.4486855,-0.022823196,0.47974807,0.38224176,-0.015436669,0.4081317,0.44956,-0.01946217,0.41901276,0.37022105,-0.048494685,0.4025479,0.4688827,-0.05124531,0.39300406,0.5041276,-0.048768014,0.35197362,0.4410841,-0.022521334,0.36390042,0.3703804,-0.055668294,0.35462388,0.48989877,-0.054714553,0.3475991,0.5113135,-0.049123686,0.2974071,0.44545832,-0.029723963,0.31123158,0.3854555,-0.072042234,0.30636358,0.50154,-0.054618288,0.3003166,0.52463937,-0.0349086,0.23852587,0.4538045,-0.03739129,0.2580887,0.41043013,-0.066681646,0.2596826,0.49039432,-0.05290766,0.25056013,0.5139731,-0.03754816,A
0.2739187,0.6762234,-4.4412036e-07,0.37047946,0.66962826,-0.019751905,0.44431534,0.5635924,-0.021814834,0.46389034,0.44713986,-0.022602944,0.48185605,0.38404927,-0.01591764,0.4114571,0.4549842,-0.018967314,0.4182958,0.3725549,-0.049887266,0.40102673,0.46967524,-0.054614365,0.3919795,0.5069251,-0.053434703,0.35368988,0.44574094,-0.023275452,0.36258256,0.3733518,-0.05670807,0.3531416,0.49101457,-0.055779934,0.3478309,0.51299006,-0.05061045,0.298492,0.4490405,-0.03206168,0.3101204,0.38576126,-0.0740693,0.3057801,0.5005212,-0.056880012,0.3004601,0.52508783,-0.037948396,0.24028398,0.4563418,-0.04151643,0.25659266,0.41370162,-0.072336055,0.2582157,0.4928078,-0.060415827,0.25031486,0.51731235,-0.0463952,A
0.2814351,0.6741234,-3.8733475e-07,0.37103236,0.66552985,-0.02301041,0.4410348,0.5643455,-0.026486706,0.45958704,0.448965,-0.027920252,0.4783923,0.38346416,-0.021756267,0.40783256,0.45435682,-0.019378018,0.41664562,0.373922,-0.050847318,0.40139893,0.4671453,-0.056194544,0.39291197,0.5027071,-0.05509488,0.35289633,0.44475278,-0.021921374,0.36237,0.3710571,-0.05621685,0.3540315,0.4874191,-0.055425633,0.3486012,0.5106642,-0.049255133,0.29908597,0.44738945,-0.029365715,0.30908626,0.38542616,-0.071515016,0.30616093,0.49804226,-0.054168887,0.30181316,0.52220106,-0.034244828,0.24145429,0.4548965,-0.03778008,0.25584427,0.41441453,-0.067175426,0.25915036,0.490924,-0.05461811,0.2521056,0.51379454,-0.03982527,A
0.27174443,0.6797053,-4.7163647e-07,0.37167782,0.66462344,-0.020434603,0.44396514,0.56205285,-0.022957124,0.46388668,0.4486023,-0.024202036,0.48074976,0.3825812,-0.017905734,0.40597865,0.44766283,-0.017627073,0.41634288,0.36819416,-0.045834955,0.4006639,0.46529675,-0.048383646,0.39053097,0.5007143,-0.04579062,0.35003147,0.4393821,-0.02081853,0.36240816,0.3686925,-0.054085884,0.35362774,0.4874444,-0.05411522,0.34514344,0.50961393,-0.04900743,0.29580513,0.44437453,-0.028094288,0.3103861,0.38492587,-0.070467785,0.3061158,0.5006404,-0.054549903,0.29884717,0.52327913,-0.035648394,0.23731266,0.4536724,-0.035772987,0.25838846,0.41139075,-0.06536984,0.2607036,0.49051622,-0.052470163,0.25066018,0.5135115,-0.03756172,A
0.26924038,0.680787,-4.919221e-07,0.36977813,0.6637486,-0.01958848,0.44255355,0.56444466,-0.022720639,0.46333367,0.45341948,-0.024910921,0.47748092,0.3847512,-0.019741355,0.4067575,0.45014197,-0.019034602,0.41922456,0.37064692,-0.046101887,0.4023205,0.46602762,-0.04720513,0.39211673,0.5008503,-0.044187024,0.35068393,0.44093767,-0.023513554,0.36479777,0.37129137,-0.05563351,0.35373348,0.4878488,-0.05452815,0.34631795,0.5082828,-0.049620435,0.29529738,0.4453596,-0.031868868,0.31188315,0.38511592,-0.074242994,0.30484912,0.50078225,-0.05747464,0.29779136,0.5234185,-0.03871529,0.23531058,0.45428768,-0.040518586,0.25762147,0.41078094,-0.07075012,0.25834763,0.48978743,-0.0573318,0.24828812,0.51231545,-0.04252147,A
0.2717272,0.68199027,-4.82797e-07,0.36893886,0.6670611,-0.02158781,0.44230655,0.5667951,-0.024466788,0.46266675,0.45117652,-0.02568124,0.48030582,0.3842687,-0.019218208,0.4051805,0.45102254,-0.016964953,0.41493824,0.37191394,-0.046131793,0.4004559,0.46956667,-0.049996916,0.39150804,0.5040832,-0.048262645,0.34933138,0.44315085,-0.019516312,0.36056197,0.37071222,-0.05270015,0.35298026,0.49056214,-0.052401494,0.34629965,0.5119374,-0.047080822,0.29541072,0.44669515,-0.026506666,0.3083622,0.3829963,-0.069110215,0.30526012,0.49979347,-0.05205048,0.29907712,0.52429557,-0.03223933,0.23635143,0.45392773,-0.03408321,0.25714153,0.40667558,-0.06424375,0.2599576,0.4871523,-0.050717913,0.2500152,0.5133575,-0.035030358,A
0.2783079,0.6740053,-4.112408e-07,0.37008518,0.6657586,-0.02155867,0.4409927,0.5649881,-0.02469255,0.46026587,0.44974393,-0.026223276,0.47850847,0.38538474,-0.020254092,0.40538415,0.4521752,-0.017348032,0.41411847,0.37431583,-0.047161765,0.39938658,0.46734256,-0.05152302,0.39017305,0.50271994,-0.050034154,0.34965813,0.44396368,-0.020544808,0.35995564,0.37115276,-0.053816833,0.3524846,0.48763773,-0.053650875,0.34620935,0.51097864,-0.04825363,0.29592443,0.44814518,-0.028303493,0.30749196,0.3861922,-0.07030902,0.30501476,0.49976745,-0.05369436,0.29947758,0.5244566,-0.034402646,0.23805599,0.4568075,-0.036761682,0.25422078,0.41469753,-0.06614049,0.25818956,0.492126,-0.053576943,0.25032085,0.5159535,-0.038942695,A
0.2722377,0.68098783,-4.731435e-07,0.37172526,0.66439474,-0.02128609,0.4430351,0.56365436,-0.025000732,0.46201783,0.45104986,-0.02753749,0.47961998,0.3851794,-0.022855097,0.40427196,0.4490066,-0.018228387,0.41624168,0.36838073,-0.046857193,0.40170732,0.46529734,-0.05019919,0.39126277,0.5035074,-0.048059545,0.3488258,0.4412945,-0.021353267,0.36192575,0.3685323,-0.05489873,0.35442212,0.48765874,-0.054977506,0.34612063,0.5149216,-0.04966689,0.29465368,0.4465163,-0.02862152,0.30919364,0.38424248,-0.07082982,0.30599114,0.5005047,-0.054086227,0.29889897,0.528821,-0.034332827,0.23596908,0.45699945,-0.036527652,0.25723487,0.40971115,-0.06606597,0.26032013,0.4893824,-0.052246362,0.25011554,0.51656395,-0.03639285,A
0.27822715,0.6701892,-4.1818188e-07,0.36756715,0.6730884,-0.02166361,0.43964115,0.5696954,-0.02325105,0.45947143,0.45107862,-0.022971585,0.47866702,0.3873711,-0.015384049,0.4069913,0.4552579,-0.016578756,0.41594765,0.37629017,-0.04585736,0.40050787,0.46777043,-0.049667705,0.39101875,0.5023783,-0.047864426,0.35072574,0.4456265,-0.018968984,0.36218137,0.3730533,-0.052153304,0.35309395,0.49033043,-0.05156527,0.34644496,0.51328933,-0.04555356,0.29674911,0.44831756,-0.025997035,0.3089099,0.38858172,-0.06839504,0.30551082,0.50299686,-0.051794097,0.29903513,0.52706534,-0.032221712,0.23920892,0.4543298,-0.033673365,0.25596768,0.41516083,-0.063998036,0.2582779,0.49413827,-0.05219255,0.24941278,0.51721764,-0.037864037,A
